tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
I'm looking for stuff to add to my reading list.  What are some books that have changed your life? #happynewyear #NewYearsResolution,Recreation & Leisure,Spend more time on my hobby,"Austin, Texas, USA",TX,South,male,NULL,2014-12-27,11,Saturday
Officially time to start writing #NewYearsResolution in pen!,Personal Growth,Other,Santa Monica,CA,West,male,NULL,2014-12-27,11,Saturday
One of my goals for #2015 is not to shave my head again. #KenyaQuotes #NewYearsResolution #BigChopPart25,Personal Growth,Be more positive,"Nashville, TN",TN,South,female,NULL,2014-12-27,12,Saturday
Doing a little home decor shopping today. 2015 is coming &amp; I'm ready for some change! #homedesign #NewYearsResolution is to be more fab!,Time Management/Organization,Re-organize,Southern California,CA,West,female,NULL,2014-12-27,12,Saturday
#newyearsresolution better #recipes from my favorite  chef marcuscooks  can't  wait to go to the‰Û_ http://t.co/rTGJxCI86G,Recreation & Leisure,Cook more,Miami,FL,South,male,NULL,2014-12-27,12,Saturday
#NewYearsResolution out with fakes and the phonies time to start interacting with people that are about something.,Family/Friends/Relationships,Make new friends,"Hot Ass, Arizona",AZ,West,female,NULL,2014-12-27,12,Saturday
#NewYearsResolution Watch more sunsets and remind myself of how beautiful life can be http://t.co/etrMYZ6mRD,Recreation & Leisure,Spend more time outside,"Charlotte, NC",NC,South,female,NULL,2014-12-27,12,Saturday
"RT @owitY: My #NewYearsResolution is to go to the Gym ... ""Goes to the gym for the first week of 2015 then gives up"" http://t.co/UERl1GxrR3",Health & Fitness,Drink Less Caffine,Texas|Arkansas,TX,South,male,NULL,2014-12-27,13,Saturday
#newyearsresolution Eat less meat. Only the good stuff. More offal. Had same goal last year. Failed. But now I have @BelcampoMeat in #dtla,Health & Fitness,Eat healthier,Downtown Los Angeles,CA,West,male,NULL,2014-12-27,13,Saturday
Decided part one of my #NewYearsResolution. Gonna find some place in St Cloud that I can volunteer for a few hours each month to give back.,Philanthropic,Donate more to charity,"St Cloud, MN",MN,Midwest,male,NULL,2014-12-27,13,Saturday
All my friends have the same #NewYearsResolution ; not seeing me ever again!,Family/Friends/Relationships,Make new friends,"Phoenix, Arizona",AZ,West,male,NULL,2014-12-27,13,Saturday
Get busy living or get busy dying. Hmmm. In 2015 I think I'll pick the former. Thnx #shawshankRedemption #NewYearsResolution,Personal Growth,Use less social media,Los Angeles,CA,West,female,NULL,2014-12-27,13,Saturday
‰ÛÏ@Snibla64: My #NewYearsResolution is not to make any New Years Resolutions‰Û I think you broke the resolution with your resolution,Humor,Humor about Time Management/Organization Resolutions,New York City,NY,Northeast,female,NULL,2014-12-27,13,Saturday
"#NewYearsResolution Gonna become more grounded in historical facts, so when Marty McFly arrives this year from 1985 I know what to ask him",Humor,Humor about Personal Growth and Interests Resolutions,New York City,NY,Northeast,female,NULL,2014-12-27,13,Saturday
Carrying over my resolution from last 2 years: Internet-free Sundays. Good for the brain to unplug on a regular basis. #NewYearsResolution,Personal Growth,Use less social media,NYC,NY,Northeast,male,NULL,2014-12-27,13,Saturday
"If you're unhappy and you know it, clap your hands...then make a #NewYearsResolution to change things in 2015.",Personal Growth,Improve my attitude,"Carmel, Indiana",IN,Midwest,female,NULL,2014-12-27,14,Saturday
My #NewYearsResolution is to outlive my #christmastree .,Humor,Humor about Health and Fitness Resolutions,"Utica, NY - my sitting room",NY,Northeast,female,NULL,2014-12-27,14,Saturday
new year new me #NewYearsResolution,Personal Growth,Focus on my self,Coledge Stashun,TX,South,male,NULL,2014-12-27,14,Saturday
"New year, new cut, new me. - Justin V. Gill #NewYearsResolution",Personal Growth,Focus on My Future,"Atlanta, Ga ",GA,South,male,NULL,2014-12-27,14,Saturday
@Crowned1D My #NewYearsResolution is to have an adventure!,Recreation & Leisure,Take a trip,Tennessee,TN,South,female,NULL,2014-12-27,14,Saturday
Having to move reminds me of my materialism and how many things I really don't need. #purge #NewYearsResolution #goodwill,Philanthropic,Donate more to charity,"Honolulu, HI",HI,West,male,NULL,2014-12-27,14,Saturday
I'm going to stop being honest and start telling people whatever they want to hear. So much easier. #NewYearsResolution,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,Virginia Beach,VA,South,female,NULL,2014-12-27,14,Saturday
gadget desire temporarily assuaged by #KindleVoyage purchase; more #reading in 2015 #NewYearsResolution,Recreation & Leisure,Cook more,Virginia USA,VA,South,male,NULL,2014-12-27,14,Saturday
"RT @Charisse_Gibson: 2015 new me, diet starts, start to get fit and to live my life.. Jokes. Ain't nobody have time for that. #NewYearsRes‰Û_",Humor,Humor about Health and Fitness Resolutions,Durham,NC,South,female,NULL,2014-12-27,14,Saturday
‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û Get everything back to the norm,Personal Growth,Be more positive,New Jersey,NJ,Northeast,male,NULL,2014-12-27,14,Saturday
@ASAPferg #NewYearsResolution To meet you! ‰Ï_,Personal Growth,Improve my attitude,"Willows, Ca",CA,West,male,NULL,2014-12-27,14,Saturday
‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û TO BECOME TRAPLORD TAY _ÙªÎ_ÙªÎ #Fergforever,Humor,Humor about Personal Growth and Interests Resolutions,"New York ",NY,Northeast,female,NULL,2014-12-27,14,Saturday
To continue to better myself RT @ASAPferg: What's your #NewYearsResolution ?,Personal Growth,Use more social media,Texas Twitter Soon,TX,South,male,NULL,2014-12-27,14,Saturday
"#NewYearsResolution: Don't set hefty goals, go to as many @astros games as possible &amp; watch more movies.",Recreation & Leisure,Spend more time on my hobby,The Lone Star State,TX,South,female,NULL,2014-12-27,14,Saturday
‰ÛÏ@ASAPferg: What's your #NewYearsResolution ?‰Û to be happy,Personal Growth,Be more positive,"dallas, tx ",TX,South,male,NULL,2014-12-27,14,Saturday
#NewYearsResolution Graduate from @SNHU in April! http://t.co/uzrjEobzOP,Education/Training,Get my degree,"Charlotte, NC",NC,South,female,NULL,2014-12-27,14,Saturday
Back for more punishment. #sarasotalifestyle #gettingfit #newyearsresolution @ LA Fitness Sarasota‰Û_ http://t.co/cOjJX6gByW,Recreation & Leisure,Take more vacation,Sarasota Florida,FL,South,male,NULL,2014-12-27,14,Saturday
RT @savannahshipman: Any relationships/friendships of mine that have come to an end in 2014 will NOT began again in 2015. #NewYearsResoluti‰Û_,Family/Friends/Relationships,Make new friends,UNCP,NC,South,female,NULL,2014-12-27,14,Saturday
I still love #DietPepsi too much....MUST  break this addiction! #NewYearsResolution,Health & Fitness,Stop/Quit Drinking,Virginia,VA,South,female,NULL,2014-12-27,14,Saturday
.@HazelL0ver and my #NewYearsResolution is to become sluts,Humor,Humor about Family/Friends/Relationships Resolutions,WVU,WV,South,female,NULL,2014-12-27,14,Saturday
I gotta go to the gym! But I shall wait till Jan 1st like everyone else! Lmfao #NewYearsResolution,Health & Fitness,Go to the gym more,"Miami, Florida",FL,South,female,NULL,2014-12-27,14,Saturday
I‰Ûªm making my #NewYearsResolution now: I‰Ûªm not making any resolutions.,Humor,Humor about not Resolutions in general,Southern CA,CA,West,male,NULL,2014-12-27,15,Saturday
.@Hanar_Marouf learn a new language #NewYearsResolution :),Education/Training,Learn a new language,San Francisco,CA,West,male,NULL,2014-12-27,15,Saturday
#NewYearsResolution : get rid of my #muffintop #eww,Health & Fitness,Lose weight,"Omaha, NE",NE,Midwest,male,NULL,2014-12-27,15,Saturday
"Nothing ventured, nothing gained. #NewYearsResolution",Personal Growth,Improve my attitude,"Raleigh, NC",NC,South,female,NULL,2014-12-27,15,Saturday
RT @SnupeExtraPro: Don't start something new for 2015...finish something u have already started. ..#NewYearsResolution,Time Management/Organization,Stop procrastinating,"Los Angeles, CA",CA,West,male,NULL,2014-12-27,15,Saturday
#NewYearsResolution I'm only going to speak in the cadence of spoken word poetry,Personal Growth,Be more positive,"new york, ny",NY,Northeast,female,NULL,2014-12-27,15,Saturday
#NewYearsResolution I'm going to tell every woman that their leggings are see-through BECAUSE THEY ALL ARE,Humor,Humor about New Years,"new york, ny",NY,Northeast,female,NULL,2014-12-27,15,Saturday
never let anyone treat you like a yellow starburst #mantra #NewYearsResolution,Humor,Humor about Family/Friends/Relationships Resolutions,"Los Angeles, California",CA,West,male,NULL,2014-12-27,15,Saturday
Stay awake through an episode of Downton Abbey. Proving to my wife the last 27 years of her life was a good decision.#NewYearsResolution,Personal Growth,Be more positive,San Francisco,CA,West,male,NULL,2014-12-27,15,Saturday
Stop being so dramatic. #NewYearsResolution,Personal Growth,Be more positive,"Alexandria, Virginia",VA,South,female,NULL,2014-12-27,15,Saturday
Started my #NewYearsResolution early. I wrapped yesterday and got back on my Thermofit. 10lbs are coming off!!... http://t.co/MMevAACnkY,Health & Fitness,Quit smoking,"Madisonville, LA",LA,South,female,NULL,2014-12-27,15,Saturday
I do resolutions throughout the year but like to reiterate my goals: #1 #NewYearsResolution is not to let fear rule my reactions &amp; decisions,Personal Growth,Spend less time on Facebook,"Paso Robles, CA",CA,West,female,NULL,2014-12-27,15,Saturday
Can't wait for #NewYear so I can start my #NewYearsResolution at least for a couple months,Humor,Humor about not Resolutions in general,"Rosemead , CA hemet for now",CA,West,male,NULL,2014-12-27,15,Saturday
"Keeping it boring this coming year...New year's resolution, back to the gym. #NewYearsResolution",Health & Fitness,Eat more vegetables,"Los Angeles, CA",CA,West,female,NULL,2014-12-27,16,Saturday
RT @robinthede: #NewYearsResolution I'm going to tell every woman that their leggings are see-through BECAUSE THEY ALL ARE,Humor,Humor about Helping Others Resolutions,north carolina,NC,South,female,NULL,2014-12-27,16,Saturday
My #NewYearsResolution is2learn how2 pack lighter #WhoAmIKidding #NeedLotsOfShoes #aGirlNeedsCosmetics #KiddingMyself #FatChance #GirlProbs,Time Management/Organization,Other,NY/NJ/Philly area USA,NY,Northeast,female,NULL,2014-12-27,16,Saturday
Adventures. I'm ready for more of those. #NewYearsResolution,Recreation & Leisure,Take a trip,"Los Angeles, CA",CA,West,male,NULL,2014-12-27,16,Saturday
As good as friends as you two @marcopoulos09 @j0hn_le are. I'm glad I can count on you guys to help me succeed with my #NewYearsResolution,Family/Friends/Relationships,Make more time for friends,"San Diego, CA & Ottawa, KS",CA,West,male,NULL,2014-12-27,16,Saturday
#NewYearsResolution...   Go toward the love! Leave the angry to themselves.,Personal Growth,Be more positive,Cape Cod,MA,Northeast,female,NULL,2014-12-27,16,Saturday
My #NewYearsResolution is to hug more ppl and make more ppl happy!! #EveryoneMatters ‰_•ü‰_•ü‰_•ü http://t.co/lUOiLVRZvY,Philanthropic,Spread Peace,"Georgia ",GA,South,male,NULL,2014-12-27,16,Saturday
#NewYearsResolution...consistency!,Personal Growth,Update my wardrobe,"Northwest, Florida",FL,South,male,NULL,2014-12-27,16,Saturday
RT @NaiElizaHarvey: I'm thinking about my #NewYearsResolution for 2015 and I think it's going to be a biggy. I'm looking to start studying ‰Û_,Education/Training,Get my degree,Seattle,WA,West,female,NULL,2014-12-27,16,Saturday
#NewYearsResolution avoid every male specimen possible,Humor,Humor about Family/Friends/Relationships Resolutions,Kansas City,MO,Midwest,female,NULL,2014-12-27,17,Saturday
#NewYearsResolution GET NOTICED BY @camerondallas and @Joe_Sugg ‰_•ü_Ù÷_‰_•ü_Ù÷©‰_•ü_Ù÷_,Family/Friends/Relationships,Have a baby,Beacon Hills,MA,Northeast,male,NULL,2014-12-27,17,Saturday
RT @khrismonegenege: #NewYearsResolution in 2015 I aim to read instructions. Maybe in 2016 I'll resolve to start following them too.,Personal Growth,Other,"Kansas City, MO",MO,Midwest,female,NULL,2014-12-27,17,Saturday
You can't outrun your fork! #health #nutrition #fitness #eatclean #lift #weighttraining #weightloss #diet #cleaneating #NewYearsResolution,Health & Fitness,Excersize More,Connecticut,CT,Northeast,female,NULL,2014-12-27,17,Saturday
Address this student loan debt in 20.....something #NewYearsResolution,Finance,Manage debt,"Boston, MA",MA,Northeast,male,NULL,2014-12-27,17,Saturday
#NewYearsResolution use twitter more often.,Recreation & Leisure,Other,"Buffalo, NY",NY,Northeast,female,NULL,2014-12-27,17,Saturday
I want a @twitter blue Checkmark so bad! That is one of my #NewYearsResolution s and #GoalsFor2015 _Ù÷Â_ÙªÎ @twittermedia,Personal Growth,Spend less time on Facebook,"Dallas, Texas ",TX,South,male,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/6K8n3zedkG,Finance,Invest for retirement,"Baton Rouge, LA",LA,South,female,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/PhIo3Nf4Bw,Finance,Pay off bill(s),jersey shore,NJ,Northeast,male,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/v4Z5AoTuyS,Finance,Save money,"new york ",NY,Northeast,male,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/H0uzFY7aDm,Finance,Pay off bill(s),"Hendersonville, TN",TN,South,male,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tappp that is possible! http://t.co/UCtuYB1Y6e,Finance,Other,"Quakertown, PA",PA,Northeast,male,NULL,2014-12-27,17,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/T8QGMmdleb,Finance,Save money,Orlando,FL,South,male,NULL,2014-12-27,17,Saturday
I don't have a New Years resolution.. All I'm focused on is being a better person tomorrow than I am today. #NewYearsResolution,Personal Growth,Improve my attitude,"Texas! ",TX,South,female,NULL,2014-12-27,18,Saturday
This Picture Just Does It ALL For Me!!! #LetGo #MovingOn #READY #NewYearsResolution http://t.co/GgkE1LWxkq,Personal Growth,Learn to let things go,Houston & ATL,TX,South,female,NULL,2014-12-27,18,Saturday
#NewYearsResolution I resolve to look at #twitter less,Personal Growth,Be more positive,The Centennial State,CO,West,male,NULL,2014-12-27,18,Saturday
#NewYearsResolution I resolve to delete more tweets before I even tweet them,Time Management/Organization,Start waking up earlier,The Centennial State,CO,West,male,NULL,2014-12-27,18,Saturday
#NewYearsResolution: be more consistent with my #Ashtanga practice,Health & Fitness,Improve my body,JERSEY,NJ,Northeast,female,NULL,2014-12-27,18,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/EWHmMVdVOB,Finance,Save money,Los Angeles,CA,West,female,NULL,2014-12-27,18,Saturday
"Still thinking of my #NewYearsResolution . I am actually going for two attainable ones this year, one helps others, and both help me. #doit",Philanthropic,Volunteer more,Alabama,AL,South,female,NULL,2014-12-27,18,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/semPxYTl48,Career,Make more money,"hillside ,new jersey",NJ,Northeast,male,NULL,2014-12-27,18,Saturday
The word bae needs to be left behind in 2014 #NewYearsResolution #notsorry #ByeFelicia,Humor,Humor about New Years,"Amarillo, Texas y'all ",TX,South,female,NULL,2014-12-27,18,Saturday
Being at the gym is where I want to be in 2015 #NewYearsResolution #WorkoutMotivation _ÙÕ»_Ù÷__ÙÔ_ÙÕø,Health & Fitness,Quit smoking,"Chicago, Illinois ",IL,Midwest,male,NULL,2014-12-27,18,Saturday
@leslieerin1 so I guess I just figured out what my #NewYearsResolution is!! #timeformyself #justforme,Personal Growth,Focus on my self,"Wadsworth, Oh",OH,Midwest,female,NULL,2014-12-27,18,Saturday
RT @lifeasitcomes12: Hope everyone is enjoying their #Christmas holidays &amp; looking forward to seeing in the #NewYear! #NewYearsResolution m‰Û_,Personal Growth,Other,NY,NY,Northeast,male,NULL,2014-12-27,18,Saturday
All dolled up and no wear to go _Ù÷Ù_Ù÷ã I'm going to work on that this year #2015 #NewYearsResolution http://t.co/WXBdjqDZbE,Personal Growth,Focus on my self,Baltimore,MD,South,female,NULL,2014-12-27,18,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/Kuy2pKBUse,Finance,Save money,zucher ohio,OH,Midwest,male,NULL,2014-12-27,18,Saturday
My resolution @kasondra_spears how many people are with me on this! #NewYearsResolution http://t.co/uz2EapHLAj,Personal Growth,Other,Austin Texas,TX,South,female,NULL,2014-12-27,18,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/7Rm0Emc8X6,Finance,Save money,"Bronx, NY",NY,Northeast,female,NULL,2014-12-27,18,Saturday
Second #NewYearsResolution: be more active. Either do #yoga or #ballroomdancing. #needtoreducestress,Health & Fitness,Meditate,SF Bay Area,CA,West,female,NULL,2014-12-27,18,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/TL2fjr3XQy,Finance,Cash in on my stock options,"Chattanooga, TN",TN,South,male,NULL,2014-12-27,18,Saturday
I'm not big on #NewYearsResolution but one of them is to just to do away with so call friends in my life.    #idontneedyou,Family/Friends/Relationships,Spend more time with family,Brooklyn,NY,Northeast,male,NULL,2014-12-27,19,Saturday
#NewYearsResolution  Be more like Thad Castle,Personal Growth,Be more positive,St.Louis,MO,Midwest,male,NULL,2014-12-27,19,Saturday
#NewYearsResolution Have my morning BM BEFORE I drink my coffee.,Health & Fitness,Eat healthier,"Portland, OR",OR,West,male,NULL,2014-12-27,19,Saturday
Debating on joining a gym as a new years resolution.... Keep weight off once and for all... #NewYearsResolution #NewYear #debatable #debate,Health & Fitness,Stop/Quit Drinking,Florida,FL,South,female,NULL,2014-12-27,19,Saturday
My #newyearsresolution : Be kinder &amp; more understanding. We're all just trying to find our way in this journey of life. #loveoneanother,Personal Growth,Be more positive,"Laurens,SC",SC,South,female,NULL,2014-12-27,19,Saturday
#NewYearsResolution not letting my family see me when I'm hangry.,Family/Friends/Relationships,Propose to my girlfriend / boyfriend,"Portland, Oregon",OR,West,female,NULL,2014-12-27,19,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/C3esQxEZTJ,Finance,Save money,"Las Vegas, NV",NV,West,female,NULL,2014-12-27,19,Saturday
"#NewYearsResolution Less complaining about my lack of a boyfriend and more time with myself, because I'm awesome and a good friend.",Personal Growth,Be more positive,"Portland, OR",OR,West,male,NULL,2014-12-27,19,Saturday
I've got to set some goals for 2015.Personal goals and work goals.#NewYearsResolution,Personal Growth,Read more books,"Henderson, Kentucky",KY,South,male,NULL,2014-12-27,19,Saturday
#2015Goals #NewYearsResolutionmake it to 2016.,Personal Growth,Read more books,‰ªÁ MA ‰ªÁ,MA,Northeast,female,NULL,2014-12-27,19,Saturday
I have a half marathon picked out in Wyoming for mid-June! #NewYearsResolution,Health & Fitness,Run a half / full marathon,south bay california,CA,West,female,NULL,2014-12-27,19,Saturday
Now's the exciting time of picking out a training plan and putting it in my calendar! #NewYearsResolution,Health & Fitness,Excersize More,south bay california,CA,West,female,NULL,2014-12-27,19,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/OF2oFfl4vK,Finance,Other,"Detroit, Michigan",MI,Midwest,female,NULL,2014-12-27,19,Saturday
RT @TimAPrice: I've got to set some goals for 2015.Personal goals and work goals.#NewYearsResolution,Personal Growth,Be more positive,Henderson KY,KY,South,female,NULL,2014-12-27,19,Saturday
Don't forget lessons learned and good times had in 2014 and skinny dip as often as possible.  #NewYearsResolution http://t.co/BEUjHRCZkY,Personal Growth,Improve my attitude,"Sunnyvale, CA ",CA,West,female,NULL,2014-12-27,19,Saturday
Job searching Monday!! I really need a new job!! #NewYearsResolution #Newjob  #pray,Career,Get a new job,Saginaw Michigan,MI,Midwest,female,NULL,2014-12-27,19,Saturday
#NewYearsResolution stop trusting these inconsistent people.,Personal Growth,Respect Others,Florida bby.,FL,South,female,NULL,2014-12-27,19,Saturday
#NewYearsResolution 2015 #2: Work on my high #cholesterol. Not getting any younger &amp; the best time 2 start being #healthy is now. #health,Health & Fitness,Eat healthier,NY,NY,Northeast,male,NULL,2014-12-27,20,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/v2gEf6s49Q,Finance,Save money,"Imperial Beach, CA",CA,West,male,NULL,2014-12-27,20,Saturday
#NewYearsResolution: Manage my Eagle Express and Dining Dollars better. Dnt want to be out by the first two months of school #OnlyAtSouthern,Finance,Cash in on my stock options,Riverdale ‰_Á•ü Georgia Southern,GA,South,male,NULL,2014-12-27,20,Saturday
#NewYearsResolution Stay The Saaaame,Personal Growth,Other,"San Diego, CA‰÷Û",CA,West,female,NULL,2014-12-27,20,Saturday
#NewYearsResolution - spend more time under Oregon's waterfalls.,Personal Growth,Have more patience,"Portland, OR",OR,West,male,NULL,2014-12-27,20,Saturday
RT @I_DGAF_: #NewYearsResolution Stay The Saaaame,Personal Growth,Appreciate what I have,"Dodge City, Ks",KS,Midwest,male,NULL,2014-12-27,20,Saturday
#NewYearsResolution stop eating fudge covered Oreos #JK,Health & Fitness,Eat healthier,"Nottoway, Virginia ",VA,South,female,NULL,2014-12-27,20,Saturday
#NewYearsResolution Visit the @PDXJapaneseGdn more often.,Recreation & Leisure,Spend more time outside,"Portland, OR",OR,West,male,NULL,2014-12-27,20,Saturday
My goal for 2015 is to continue my streak and remain undefeated in Germany. #ResolutionsFor2015 #NewYearsResolution,Personal Growth,Acheive My Goals,"Hayward, CA",CA,West,male,NULL,2014-12-27,20,Saturday
‰ÛÏ@VanOFFZanz: #NewYearsResolution Get this money _Ù÷_ÙÕ¡‰Û _ÙªÎ,Finance,Save money,new york city.,NY,Northeast,female,NULL,2014-12-27,20,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/X8Qill9RRZ,Finance,Invest for retirement,plano tx,TX,South,female,NULL,2014-12-27,20,Saturday
I wrote a book and I want you to have it! Draw close to Jesus in #2015 #godslovechats #bodylife #NewYearsResolution  #nashschristmaskit,Personal Growth,Acheive My Goals,"Crossville,TN",TN,South,male,NULL,2014-12-27,20,Saturday
I have 8 months to get wedding ready. This will be the ultimate #NewYearsResolution! #GetFit #mybestfriendswedding,Health & Fitness,Eat healthier,"Orange County, CA",CA,West,female,NULL,2014-12-27,20,Saturday
Part of my #NewYearsResolution is: I'm gonna drop some serious #science discoveries on y'all in'15 What if we were wrong about #PatientHM?,Education/Training,Other,Dallas TX,TX,South,male,NULL,2014-12-27,20,Saturday
My #NewYearsResolution to stay positive and be negative free #NewBeginnings http://t.co/PVNCg1GnQn,Personal Growth,Be more positive,New York,NY,Northeast,female,NULL,2014-12-27,20,Saturday
"I want to 'sleep' into the new year. If you don't allow, then I will 'sip' into it. Scotch is an old friend anyways. #NewYearsResolution",Humor,Humor about Personal Growth and Interests Resolutions,"NW Arkansas, US",AR,South,male,NULL,2014-12-27,20,Saturday
My twitter and my Instagram got hacked so I guess I'm going to have to make another one again!! #annoyed #NewYearsResolution,Time Management/Organization,Clean something,"Rancho Cucamonga, Ca",CA,West,female,NULL,2014-12-27,21,Saturday
"@LuReason Hiya grrrl!,I'm sure that doin more art will be part of it #NewYearsResolution x",Personal Growth,Other,"Oakland,CA",CA,West,female,NULL,2014-12-27,21,Saturday
"RT @Paulina_S_: My goal for next year is : ""Letting my awesome shine!!"" #NewYearsResolution #beawesome  #Before2014Ends #happiness",Personal Growth,Be more positive,Oklahoma,OK,South,female,NULL,2014-12-27,21,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/MTtrA8jn2i,Finance,Manage debt,ferndale/detroit mi,MI,Midwest,female,NULL,2014-12-27,21,Saturday
I'm gonna start doing squats to get a bigger booty. #NewYearsResolution,Health & Fitness,Excersize More,"Chicago Illinois ",IL,Midwest,male,NULL,2014-12-27,21,Saturday
2015 I'm going to be dedicated to the gym _Ùª_ÙÕ»_ÙÕ»_Ù÷ö_ÙÕø #NewYearsResolution,Health & Fitness,Go to the gym more,Rock Hill SC,SC,South,male,NULL,2014-12-27,21,Saturday
Let the resolutions begin! #NewYearsResolution #FailedResolutions #2015 #2015resolutions #diet #weightloss,Health & Fitness,Lose weight,Franklin TN,TN,South,female,NULL,2014-12-27,21,Saturday
#NewYearsResolution no pointless relationships lol,Family/Friends/Relationships,Make new friends,"San Antonio, Tx",TX,South,male,NULL,2014-12-27,21,Saturday
#NewYearsResolution read more books.,Personal Growth,Read more books,"DisneyWorld, Florida",FL,South,female,NULL,2014-12-27,21,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/SIU7DavWKO,Finance,Pay off bill(s),NC,NC,South,female,NULL,2014-12-27,21,Saturday
Get a re-boot on Health.  #NewYear #NewYou #NewYearsResolution #2015 #Weightlossgoals #gethealthy #cholesterol http://t.co/q3FyagixhW,Health & Fitness,Eat healthier,"Sauk Rapids, Minnesota",MN,Midwest,male,NULL,2014-12-27,21,Saturday
"Thinking about re-adopting my 2014 #NewYearsResolution and calling it the ""If at First You Don't Succeed"" plan. #2015goals #HappyNewYear",Humor,Humor about Health and Fitness Resolutions,Texas,TX,South,female,NULL,2014-12-27,21,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/CwrEpQqeXE,Finance,Cash in on my stock options,Washington DC,DC,South,male,NULL,2014-12-27,21,Saturday
True golfers are athletes; physically and mentally. Doing a golf specific workout every day..New Years resolution? #golf #NewYearsResolution,Health & Fitness,Excersize More,San Diego,CA,West,female,NULL,2014-12-27,21,Saturday
"If Carrot Top can turn into beefcake, then I can manage to get fit #NewYearsResolution",Health & Fitness,Lose weight,"Lawrence, KS",KS,Midwest,male,NULL,2014-12-27,22,Saturday
me and Sierra start our work outs this week with our personal trainer _ÙÕ» @_Sieerrraaaa leggoo #NewYearsResolution starts now,Health & Fitness,Go to the gym more,dallas‰ª´•ü TX,TX,South,female,NULL,2014-12-27,22,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/906TxWnblH,Finance,Cash in on my stock options,Nor Cal,CA,West,female,NULL,2014-12-27,22,Saturday
My #NewYearsResolution is to make more money. Thanks to @l00tapp that is possible! http://t.co/5MgjTzn9Sw,Finance,Other,"Heath, Ohio",OH,Midwest,female,NULL,2014-12-27,22,Saturday
"Going to do more of this next year, ""eat like you give a f*ck"" XD #newyearsresolution @ Santa Monica,‰Û_ http://t.co/sjP6NVDNVK",Humor,Humor about Education/Training Resolutions,"Santa Monica, Los Angeles, CA",CA,West,female,NULL,2014-12-27,22,Saturday
2015 = business only. Taking a break from everything else to focus on growing my own empire. #2015 #NewYearsResolution,Career,Join a startup,Oregon,OR,West,female,NULL,2014-12-27,22,Saturday
#NewYearsResolution learn how to say no,Personal Growth,Learn to Say No,"New Rochelle, New York",NY,Northeast,female,NULL,2014-12-27,22,Saturday
#NewYearsResolution Love myself more,Personal Growth,Focus on my self,"New Rochelle, New York",NY,Northeast,female,NULL,2014-12-27,22,Saturday
#NewYearsResolution Stop doubting myself,Personal Growth,Be more positive,"New Rochelle, New York",NY,Northeast,female,NULL,2014-12-27,22,Saturday
#NewYearsResolution stop overthinking,Personal Growth,Be more positive,"New Rochelle, New York",NY,Northeast,female,NULL,2014-12-27,22,Saturday
#NewYearsResolution Find out what I have to do to finally be happy,Personal Growth,Spend less time on Facebook,"New Rochelle, New York",NY,Northeast,female,NULL,2014-12-27,22,Saturday
"My only goal in 2015 is to be happy. Genuinely, intensely, consistently, happy. #NewYearsResolution",Personal Growth,Be more positive,Las Vegas,NV,West,female,NULL,2014-12-27,22,Saturday
Places (in country) that I should visit and write about in 2015. Go! #roadtripping #NewYearsResolution #traveltips #retweet @FemaleBloggerRT,Recreation & Leisure,Take a trip,"Saint Paul, Minnesota",MN,Midwest,female,NULL,2014-12-27,23,Saturday
